City,Purchase_Amount
North Tammyton,156.6
North Tammytown,434.33
North Tanya,469.21
North Tara,1775.21
North Tarashire,864.55
North Taraville,402.18
North Taylor,1358.3600000000001
North Taylorbury,234.45
North Taylorhaven,164.95
North Taylorland,70.73
North Taylormouth,420.65999999999997
North Teresa,869.47
North Teresafort,89.31
North Teresamouth,454.15
North Teresaport,61.03
North Teresashire,177.02
North Teresaville,484.58
North Terrance,145.61
North Terri,422.15000000000003
North Terrifort,491.7
North Terryshire,150.88
North Theresa,1556.87
North Theresaport,456.43
North Theresaside,437.7
North Thomas,2179.95
North Thomasberg,428.35
North Thomasborough,11.14
North Thomasbury,365.89
North Thomasfort,635.1800000000001
North Thomasfurt,281.72
North Thomashaven,162.72
North Thomasland,84.61
North Thomasport,74.6
North Thomasshire,123.51
North Thomasside,296.95
North Thomasstad,19.6
North Thomastown,379.77
North Thomasview,381.34
North Thomasville,244.95
North Tiffany,447.18
North Tiffanychester,304.49
North Tiffanyhaven,12.77
North Tiffanyland,102.15
North Tiffanymouth,340.45
North Tiffanyshire,495.87
North Tiffanystad,53.12
North Tiffanytown,390.87
North Tiffanyview,213.09
North Tiffanyville,89.43
North Timburgh,61.04
North Timothy,3307.6
North Timothyberg,338.3
North Timothybury,256.81
North Timothyfort,502.41999999999996
North Timothyfurt,459.96
North Timothymouth,918.6999999999999
North Timothyton,181.56
North Timothyview,22.49
North Tina,1501.19
North Tinaland,192.27
North Tinamouth,385.94
North Tinaport,103.47
North Tinaside,382.26
North Tinastad,812.0
North Tinaton,70.08
North Todd,1404.9
North Toddborough,266.79
North Toddfort,281.03
North Toddshire,347.18
North Toddton,204.17
North Toddtown,179.42
North Tom,407.83
North Toni,28.3
North Toniborough,62.54
North Tonichester,491.59
North Tony,1223.43
North Tonya,711.5699999999999
North Tonyafurt,454.15
North Tonyborough,293.23
North Tracihaven,428.91
North Tracy,1831.4
North Tracyland,265.27
North Tracyshire,46.26
North Travis,1027.82
North Travismouth,55.0
North Traviston,324.98
North Travisville,46.06
North Trevor,450.95000000000005
North Tristan,84.27
North Troy,647.51
North Troyland,185.63
North Troyside,405.5
North Troyton,75.22
North Troyville,340.56
North Tyler,2389.46
North Tylerburgh,130.47
North Tylerbury,85.52
North Tylerfort,100.85
North Tylermouth,349.01
North Tyroneshire,452.34
North Valerie,826.9499999999999
North Valerieton,27.11
North Vanessa,1279.75
North Vanessahaven,75.76
North Vanessamouth,840.5
North Veronica,1086.13
North Veronicashire,418.77
North Vicki,406.2
North Vickie,395.14
North Victoria,950.09
North Victoriafort,47.99
North Victoriamouth,30.92
North Victoriaport,243.33
North Victoriaview,285.75
North Victormouth,452.72
North Vincent,1084.59
North Vincentland,606.64
North Vincentmouth,374.63
North Virginiaborough,260.76
North Walter,647.23
North Walterfurt,197.91
North Walterville,23.3
North Wanda,208.47
North Wandaberg,236.25
North Wandafort,176.98
North Warrenview,374.75
North Wayne,792.55
North Waynemouth,69.96
North Wayneshire,441.58
North Wendy,802.01
North Wendyberg,126.08
North Wesley,586.45
North Whitney,878.0
North Whitneyhaven,39.86
North William,4411.1
North Williamborough,67.5
North Williamchester,194.58
North Williamfurt,316.89
North Williamland,348.71
North Williammouth,528.98
North Williamside,507.42
North Williamstad,390.72
North Williamton,304.53
North Williamview,282.28
North Williamville,478.76
North Willie,655.31
North Williebury,294.59
North Xavier,332.63
North Xavierburgh,468.51
North Xavierbury,78.47
North Yeseniaton,244.92
North Yolanda,106.54
North Yolandaside,373.2
North Yvonnefort,273.64
North Zachary,3057.78
North Zacharyberg,244.64
North Zacharyborough,414.45
North Zacharyburgh,262.72
North Zacharybury,36.01
North Zacharyfort,225.75
North Zacharymouth,259.92
North Zoeville,201.88
Nortonburgh,423.98
Nortonbury,440.17
Nortonchester,679.25
Nortonfurt,421.99
Nortonmouth,1608.17
Nortonshire,54.44
Nortonstad,146.37
Nortontown,134.69
Novakbury,43.75
Novakfort,308.92
Novakfurt,352.97
Novakton,203.51
Novakview,13.75
Nunezborough,343.4
Nunezburgh,968.0
Nunezchester,149.03
Nunezfort,237.14
Nunezhaven,465.03
Nunezland,607.73
Nunezmouth,613.5
Nunezport,484.34
Nunezshire,514.27
Nunezton,374.25
Obrienfort,304.62
Obrienfurt,271.04
Obrienmouth,522.5699999999999
Obrienshire,21.52
Obrienside,369.4
Obrienstad,945.53
Obrienton,100.95
Obrientown,592.48
Obrienville,67.69
Ochoabury,443.09
Ochoafort,165.44
Ochoastad,389.06
Oconnellborough,12.93
Oconnellbury,37.28
Oconnellfort,286.45
Oconnellfurt,431.51
Oconnellland,54.92
Oconnellport,179.31
Oconnellside,436.33
Oconnellstad,16.12
Oconnelltown,86.56
Oconnorberg,448.59
Oconnorborough,245.1
Oconnorbury,309.37
Oconnorhaven,428.82
Oconnorstad,445.48
Oconnorview,181.98
Odomburgh,160.79
Odomhaven,291.37
Odomland,143.69
Odomside,457.75
Odomview,227.02
Odonnellberg,236.21
Odonnellport,450.67
Odonnellside,368.91
Odonnellview,173.85
Oliverchester,411.15
Oliverfort,338.94
Olivermouth,62.47
Oliverport,282.63
Oliverview,522.94
Oliviaberg,573.54
Oliviaborough,382.51
Oliviaburgh,703.62
Oliviachester,497.71
Oliviafurt,159.85
Oliviamouth,392.54
Oliviaport,267.18
Oliviaside,433.5
Oliviastad,754.2
Olsenchester,351.44
Olsenland,218.61
Olsenport,91.17
Olsenview,601.87
Olsonberg,799.1299999999999
Olsonbury,368.71
Olsonfurt,431.68
Olsonhaven,128.72
Olsonmouth,200.82999999999998
Olsonport,410.75
Olsonshire,174.9
Olsonside,821.75
Olsonton,680.27
Olsontown,517.91
Olsonview,673.01
Omarland,106.43
Omartown,512.89
Omarview,584.1800000000001
Omarville,464.91
Onealberg,415.52
Onealborough,341.66
Onealchester,252.48
Onealmouth,213.05
Onealton,366.19
Onealtown,454.03
Onealview,198.68
Oneillbury,366.66
Oneillmouth,22.48
Oneilltown,378.02
Oneillville,74.79
Orozcoborough,201.36
Orozcostad,490.23
Orozcoville,368.55
Orrbury,421.64
Orrshire,684.54
Orrside,456.89
Orrstad,266.29
Orrton,364.29
Ortegaburgh,247.66
Ortegabury,375.1
Ortegamouth,104.37
Ortegaport,489.99
Ortegashire,188.45
Ortegaview,122.59
Ortizberg,164.98
Ortizborough,757.5899999999999
Ortizburgh,297.04
Ortizchester,858.31
Ortizfurt,465.51
Ortizhaven,461.44
Ortizland,385.24
Ortizmouth,872.23
Ortizport,239.54
Ortizside,107.29
Ortizstad,183.89
Ortizton,15.35
Ortiztown,271.26
Ortizview,51.05
Osbornebury,396.73
Osbornehaven,315.75
Osborneland,369.84000000000003
Osborneshire,364.62
Osbornestad,285.39
Osborneview,411.82
Oscarfurt,453.81
Oscarmouth,447.49
Oscarshire,169.6
Oscarside,260.1
Oscarton,409.64
Oscartown,381.93
Oscarville,411.21
Owenfurt,88.88
Owenhaven,398.8
Owenmouth,634.6800000000001
Owensberg,881.36
Owensburgh,262.04
Owensbury,385.5
Owenschester,121.63
Owensfurt,444.67
Owenshaven,373.55
Owenside,154.74
Owensland,908.57
Owensmouth,1019.8499999999999
Owensport,88.44
Owensshire,392.85
Owensside,556.71
Owenstown,93.87
Owensville,473.4
Owentown,189.68
Pacechester,398.13
Pacemouth,385.14
Paceport,402.93
Pacestad,441.95
Paceton,101.3
Pacetown,138.15
Paceview,461.82
Pachecoburgh,105.98
Pachecohaven,285.26
Pachecoland,335.79
Pachecoport,58.4
Padillaborough,11.15
Padillachester,298.59
Pagechester,244.41
Pageside,146.82
Paigeberg,779.23
Paigeborough,54.59
Paigemouth,205.63
Paigeshire,502.58
Palmerborough,482.74
Palmerchester,577.73
Palmerfort,257.18
Palmermouth,904.51
Palmershire,332.07000000000005
Palmerstad,126.38
Palmerton,1040.89
Palmerville,718.5699999999999
Pamelaberg,494.46000000000004
Pamelaborough,245.69
Pamelaburgh,1184.3200000000002
Pamelabury,181.36
Pamelafort,621.65
Pamelafurt,1325.1
Pamelaland,460.74
Pamelamouth,576.85
Pamelashire,900.51
Pamelastad,1532.1399999999999
Pamelaton,339.09
Pamelatown,140.6
Pamelaview,921.45
Pamelaville,1093.8600000000001
Pamton,249.29
Parkburgh,736.5
Parkbury,861.21
Parkchester,360.38
Parkerberg,449.82
Parkerborough,991.31
Parkerburgh,623.68
Parkerbury,71.43
Parkerchester,492.1
Parkerfort,1601.22
Parkerfurt,74.89
Parkerhaven,1167.17
Parkerland,374.35
Parkermouth,857.5699999999999
Parkerport,56.38
Parkershire,286.37
Parkerside,87.34
Parkerstad,415.44
Parkerton,178.44
Parkertown,138.83
Parkfort,180.64000000000001
Parkfurt,182.31
Parkhaven,102.53
Parkmouth,140.47
Parkport,856.69
Parksborough,263.26
Parksbury,403.34000000000003
Parksfurt,498.0
Parkshaven,958.6299999999999
Parkshire,430.45
Parkside,44.05
Parksmouth,843.63
Parkstown,339.07
Parkview,35.11
Parrishburgh,110.6
Parrishtown,373.69
Parsonsberg,357.0
Parsonsburgh,249.72
Parsonsland,591.76
Parsonsmouth,587.49
Parsonsshire,467.25
Parsonsville,122.7
Patelberg,371.0
Patelborough,46.09
Patelbury,307.08
Patelfurt,1337.54
Patelhaven,395.09
Patelland,70.34
Patelmouth,823.1
Patelshire,206.8
Patelside,158.58
Patelstad,220.02
Patelton,976.36
Patelview,324.88
Patriciaberg,1081.27
Patriciaborough,633.56
Patriciaburgh,448.15999999999997
Patriciabury,158.95
Patriciachester,634.42
Patriciafort,919.6800000000001
Patriciafurt,885.99
Patricialand,148.99
Patriciamouth,780.25
Patriciaport,985.6800000000001
Patriciashire,909.1700000000001
Patriciaside,1830.58
Patriciaton,2056.86
Patriciatown,545.34
Patriciaview,1691.07
Patrickberg,161.89
Patrickborough,832.29
Patrickbury,915.98
Patrickfort,1284.91
Patrickfurt,822.8100000000001
Patrickhaven,938.8199999999999
Patrickland,1119.43
Patrickmouth,1192.49
Patrickport,648.01
Patrickshire,577.36
Patrickside,504.39
Patrickton,932.37
Patricktown,530.38
Patrickview,391.88
Patrickville,1054.77
Pattersonberg,408.18
Pattersonborough,237.59
Pattersonburgh,311.65
Pattersonbury,245.01
Pattersonchester,184.54000000000002
Pattersonfort,242.41
Pattersonfurt,478.56000000000006
Pattersonhaven,489.42
Pattersonland,539.09
Pattersonmouth,553.3299999999999
Pattersonport,218.78
Pattersontown,194.21
Pattersonville,234.86
Pattonborough,196.92
Pattonbury,813.6700000000001
Pattonhaven,316.51
Pattonmouth,89.25
Pattonshire,463.84999999999997
Pattonside,131.05
Pattonton,461.17
Pattonview,473.96
Paulaburgh,420.2
Paulachester,69.4
Paulafort,431.71
Paulafurt,332.45
Paulahaven,95.31
Paulamouth,143.37
Paulaport,189.33
Paulaside,335.29
Paulastad,654.63
Paulatown,487.53
Paulberg,418.43
Paulborough,86.98
Paulburgh,1985.6599999999999
Paulbury,329.14
Paulchester,485.71
Paulfort,1074.74
Paulfurt,1403.84
Paulhaven,1024.08
Paulland,1742.8999999999999
Paulmouth,1403.54
Paulport,2227.31
Paulshire,1361.26
Paulside,1273.26
Paulstad,1396.56
Paulton,516.52
Paultown,735.6400000000001
Paulview,1073.14
Payneberg,162.82
Payneborough,327.14
Payneburgh,131.26
Paynebury,306.94
Paynechester,525.6700000000001
Paynefurt,91.72
Paynehaven,166.01
Payneland,758.85
Payneport,311.97
Payneshire,125.41
Payneside,107.23
Payneton,165.81
Payneview,474.75
Payneville,423.15999999999997
Pearsonberg,114.73
Pearsonborough,441.98
Pearsonburgh,183.54
Pearsonfort,62.75
Pearsonhaven,458.23
Pearsonmouth,262.03
Pearsonshire,315.54
Pearsonside,61.59
Pearsontown,507.56
Pearsonview,240.43
Pearsonville,27.53
Peckfurt,506.26
Peckland,480.22
Peckport,348.83
Peckshire,353.53
Peggyburgh,428.83
Peggychester,248.88
Peggyton,1097.79
Peggytown,47.31
Penaborough,99.67
Penaburgh,350.55
Penabury,377.79
Penaland,356.06
Penamouth,468.02000000000004
Penaport,265.97
Penastad,288.58
Penaton,429.35
Penatown,477.54
Penningtonborough,292.1
Penningtonbury,403.78
Penningtonfort,38.54
Penningtonfurt,245.07
Penningtonland,351.21
Penningtonshire,375.38
Penningtonton,346.22
Penningtontown,182.37
Pennybury,390.64
Pennyland,287.54
Pennyville,320.83
Perezberg,1664.69
Perezborough,329.29
Perezburgh,450.88
Perezbury,1000.5899999999999
Perezchester,408.03000000000003
Perezfort,608.02
Perezfurt,292.1
Perezhaven,420.20000000000005
Perezland,876.0799999999999
Perezmouth,441.55
Perezport,285.39
Perezshire,573.75
Perezside,1106.5
Perezstad,857.45
Perezton,1206.37
Pereztown,411.54999999999995
Perezview,785.13
Perezville,1413.6
Perkinsberg,173.21
Perkinsbury,327.87
Perkinsfort,672.94
Perkinsfurt,391.18
Perkinshaven,714.4
Perkinsland,241.15
Perkinsmouth,280.83
Perkinsport,665.47
Perkinsstad,891.74
Perkinston,13.63
Perkinsview,287.95
Perkinsville,433.44
Perryborough,401.74
Perryburgh,494.53
Perrybury,174.22
Perrychester,62.5
Perryfort,283.36
Perryfurt,440.68000000000006
Perryland,412.72
Perrymouth,1252.96
Perryport,446.72
Perryshire,785.55
Perrystad,446.13
Perryton,524.6500000000001
Perryville,1106.35
Peterberg,248.07999999999998
Peterborough,316.62
Peterburgh,881.5
Peterbury,449.64000000000004
Peterchester,758.53
Peterfort,451.39
Petermouth,1054.1
Peterport,842.0
Petersbury,452.28000000000003
Peterschester,483.71000000000004
Petersenbury,25.55
Petersenchester,163.75
Petersenfort,221.96
Petersenmouth,76.46
Petersenshire,772.51
Petersentown,460.47
Petersenview,248.09
Petersfurt,1067.32
Petershaven,362.0
Petershire,489.62
Petersmouth,54.82
Petersonberg,921.5699999999999
Petersonburgh,545.51
Petersonbury,262.81
Petersonfurt,155.65
Petersonhaven,1250.02
Petersonland,125.24
Petersonmouth,983.3899999999999
Petersonport,294.42
Petersonside,197.2
Petersonstad,140.09
Petersonton,258.62
Petersonview,739.02
Petersonville,327.86
Petersport,422.74
Petersstad,712.9200000000001
Peterstad,572.06
Peterston,166.16
Petertown,132.33
Peterville,990.46
Pettyberg,233.41
Pettyburgh,246.04
Pettyhaven,111.66
Pettymouth,379.65
Phambury,114.86999999999999
Phamchester,413.47
Phamfort,464.19
Phamtown,276.01
Phelpsfort,264.62
Phelpsmouth,219.4
Philipberg,560.12
Philipborough,108.86
Philipburgh,215.25
Philipbury,442.12
Philipchester,366.26
Philipfurt,387.63
Philiphaven,407.27
Philipland,73.09
Philipmouth,238.93
Philipstad,533.02
Philipton,167.55
Philipville,495.53
Phillipberg,175.34
Phillipborough,305.6
Phillipburgh,490.08
Phillipbury,62.48
Phillipchester,519.69
Phillipfort,478.6
Philliphaven,858.46
Phillipland,10.25
Phillipmouth,772.6700000000001
Phillipsberg,770.9300000000001
Phillipsborough,712.86
Phillipsburgh,1103.52
Phillipsbury,178.18
Phillipschester,210.81
Phillipsfort,889.66
Phillipshaven,1640.51
Phillipsland,863.31
Phillipsmouth,831.41
Phillipsport,462.88
Phillipsshire,674.74
Phillipsstad,302.11
Phillipstad,178.8
Phillipston,1219.3
Phillipstown,422.4
Phillipsview,180.0
Phillipsville,306.04
Phillipton,73.77
Philliptown,485.66
Phillipview,883.46
Phillipville,47.68
Phyllisside,145.67
Phylliston,439.7
Phyllistown,497.69
Pierceburgh,367.16
Piercebury,187.54
Piercefort,264.89
Piercehaven,312.41
Pierceland,387.5
Piercemouth,677.5899999999999
Pierceshire,811.01
Pierceville,358.53
Pinedaberg,331.75
Pinedachester,458.25
Pinedashire,619.67
Pittmanburgh,237.91
Pittmanfort,433.52
Pittmanhaven,477.32
Pittsfurt,189.79
Pittsshire,33.04
Pittsville,148.72
Pollardberg,172.31
Pollardfurt,339.43
Pollardmouth,49.53
Pollardview,79.34
Pooleborough,455.62
Pooleburgh,290.71
Poolebury,333.15
Poolehaven,200.36
Pooleland,82.45
Pooleville,197.31
Popeberg,776.98
Popehaven,314.63
Popeshire,113.48
Popeside,494.58
Popeton,439.61
Port Aaron,2477.09
Port Aaronberg,740.38
Port Aaronborough,304.11
Port Aaronfort,121.25
Port Aaronfurt,309.79
Port Aaronmouth,361.8
Port Aaronstad,239.3
Port Aarontown,368.7
Port Aaronview,135.54
Port Abigail,841.21
Port Abigailland,497.9
Port Abigailton,73.62
Port Abigailview,17.16
Port Adam,939.46
Port Adamberg,434.08
Port Adamburgh,575.99
Port Adamchester,298.1
Port Adamfort,30.45
Port Adamland,591.93
Port Adammouth,150.14
Port Adamport,256.35
Port Adamshire,139.87
Port Adrian,416.28
Port Adrianaburgh,13.29
Port Adrianfort,389.96
Port Adrianstad,302.3
Port Adrienne,367.07000000000005
Port Alan,143.11
Port Alanberg,197.86
Port Alanland,670.13
Port Alanstad,29.63
Port Albert,252.74
Port Albertton,391.43
Port Albertville,945.17
Port Alejandro,273.49
Port Alex,149.44
Port Alexa,48.27
Port Alexander,417.73
Port Alexandertown,159.55
Port Alexandra,37.07
Port Alexandrashire,138.7
Port Alexandraview,437.42
Port Alexandriaville,31.32
Port Alexchester,304.67
Port Alexis,809.57
Port Alfred,402.76
Port Alice,247.58
Port Alicia,1094.35
Port Alicialand,398.31
Port Aliciashire,276.91
Port Aliciaside,389.68
Port Aliciastad,320.63
Port Aliciaton,360.35
Port Alishamouth,490.32
Port Alison,330.01
Port Alisonfurt,385.39
Port Alisonport,481.69
Port Allen,239.37
Port Allenside,326.33
Port Allison,943.3199999999999
Port Allisonmouth,384.08
Port Alyssa,151.03
Port Alyssafort,296.29
Port Alyssaville,270.63
Port Amanda,4729.09
Port Amandaberg,49.39
